Name	Completeness	Contamination	Completeness_Model_Used	Translation_Table_Used	Coding_Density	Contig_N50	Average_Gene_Length	Genome_Size	GC_Content	Total_Coding_Sequences	Additional_Notes	sample_id	group	workflow
marine_sample_1_bin.42	53.28	1.08	Neural Network (Specific Model)	11	0.885	3385	238.60774142059057	2023380	0.42	2506	None	marine_sample_1	marine	MetaWRAP
marine_sample_1_bin.43	100.0	0.66	Neural Network (Specific Model)	11	0.89	4279149	334.59015530402735	4279149	0.6	3799	None	marine_sample_1	marine	MetaWRAP
marine_sample_1_bin.44	93.16	0.85	Neural Network (Specific Model)	11	0.899	19184	228.489110707804	1676534	0.34	2204	None	marine_sample_1	marine	MetaWRAP
marine_sample_1_bin.45	99.98	0.19	Neural Network (Specific Model)	11	0.87	3481681	309.39333740831296	3481681	0.5	3272	None	marine_sample_1	marine	MetaWRAP
marine_sample_1_bin.46	100.0	1.61	Neural Network (Specific Model)	11	0.884	931640	335.3338505874529	5120543	0.41	4511	None	marine_sample_1	marine	MetaWRAP
marine_sample_1_bin.47	98.58	0.23	Neural Network (Specific Model)	11	0.879	65283	321.7313915857605	2709709	0.59	2472	None	marine_sample_1	marine	MetaWRAP
marine_sample_1_bin.48	44.4	0.71	Neural Network (Specific Model)	11	0.93	3617	273.7630548302872	1350213	0.72	1532	None	marine_sample_1	marine	MetaWRAP
marine_sample_1_bin.49	99.97	0.12	Neural Network (Specific Model)	11	0.914	192123	313.9320128479657	1922825	0.31	1868	None	marine_sample_1	marine	MetaWRAP
marine_sample_1_bin.5	58.36	0.06	Neural Network (Specific Model)	11	0.901	4860	251.6520123839009	1351279	0.43	1615	None	marine_sample_1	marine	MetaWRAP
marine_sample_1_bin.50	100.0	1.89	Neural Network (Specific Model)	11	0.896	98048	348.1321721311475	4545867	0.36	3904	None	marine_sample_1	marine	MetaWRAP
marine_sample_1_bin.52	100.0	0.56	Neural Network (Specific Model)	11	0.871	2639670	332.00431832202344	3702850	0.45	3242	None	marine_sample_1	marine	MetaWRAP
marine_sample_1_bin.53	99.92	3.28	Neural Network (Specific Model)	11	0.561	1518601	352.4546553808948	1557964	0.35	827	None	marine_sample_1	marine	MetaWRAP
marine_sample_1_bin.54	99.68	0.74	Neural Network (Specific Model)	11	0.844	101369	309.0652580903985	4098743	0.66	3739	None	marine_sample_1	marine	MetaWRAP
marine_sample_1_bin.55	86.18	1.26	Neural Network (Specific Model)	11	0.869	7573	304.8762939958592	4062575	0.54	3864	None	marine_sample_1	marine	MetaWRAP
marine_sample_1_bin.6	100.0	0.04	Neural Network (Specific Model)	11	0.954	1739483	327.9208037825059	1739483	0.63	1692	None	marine_sample_1	marine	MetaWRAP
marine_sample_1_bin.7	100.0	0.94	Neural Network (Specific Model)	11	0.876	3176231	320.41606342640466	3176231	0.57	2901	None	marine_sample_1	marine	MetaWRAP
marine_sample_1_bin.8	90.84	0.34	Neural Network (Specific Model)	11	0.912	10532	314.3459293394777	3358255	0.52	3255	None	marine_sample_1	marine	MetaWRAP
marine_sample_1_bin.9	99.98	0.62	Neural Network (Specific Model)	11	0.878	4079422	304.6850814663951	4079422	0.52	3928	None	marine_sample_1	marine	MetaWRAP
marine_sample_2_bin.1	65.31	1.23	Neural Network (Specific Model)	11	0.901	4869	274.664880314398	2554285	0.69	2799	None	marine_sample_2	marine	MetaWRAP
marine_sample_2_bin.10	94.19	0.78	Neural Network (Specific Model)	11	0.919	15882	301.5114589155953	1758759	0.31	1789	None	marine_sample_2	marine	MetaWRAP
marine_sample_2_bin.11	99.99	1.4	Neural Network (Specific Model)	11	0.896	91415	350.28335084033614	4459793	0.35	3808	None	marine_sample_2	marine	MetaWRAP
marine_sample_2_bin.12	98.95	0.68	Neural Network (Specific Model)	11	0.874	85638	280.3220338983051	1528278	0.4	1593	None	marine_sample_2	marine	MetaWRAP
marine_sample_2_bin.13	100.0	0.84	Neural Network (Specific Model)	11	0.902	3251322	316.31922455573505	3251322	0.65	3095	None	marine_sample_2	marine	MetaWRAP
marine_sample_2_bin.14	74.31	1.41	Neural Network (Specific Model)	11	0.888	5051	255.07995117485504	2819057	0.42	3277	None	marine_sample_2	marine	MetaWRAP
marine_sample_2_bin.15	75.4	0.17	Neural Network (Specific Model)	11	0.853	4814	243.13520408163265	1337615	0.31	1568	None	marine_sample_2	marine	MetaWRAP
marine_sample_2_bin.16	73.12	1.49	Neural Network (Specific Model)	11	0.876	5233	268.8380434782609	1689844	0.49	1840	None	marine_sample_2	marine	MetaWRAP
marine_sample_2_bin.17	82.61	0.11	Neural Network (Specific Model)	11	0.911	13205	299.38743016759776	3521736	0.6	3580	None	marine_sample_2	marine	MetaWRAP
marine_sample_2_bin.18	99.99	0.08	Neural Network (Specific Model)	11	0.834	132929	332.3223469757334	3300898	0.43	2761	None	marine_sample_2	marine	MetaWRAP
marine_sample_2_bin.19	100.0	0.04	Neural Network (Specific Model)	11	0.954	1739481	327.94267139479905	1739481	0.63	1692	None	marine_sample_2	marine	MetaWRAP
marine_sample_2_bin.2	62.63	6.53	Neural Network (Specific Model)	11	0.922	4638	272.56247848537004	2572714	0.65	2905	None	marine_sample_2	marine	MetaWRAP
marine_sample_2_bin.20	48.7	0.26	Neural Network (Specific Model)	11	0.905	18968	312.2655449890271	1412868	0.34	1367	None	marine_sample_2	marine	MetaWRAP
marine_sample_2_bin.21	57.81	0.02	Neural Network (Specific Model)	11	0.892	3693	244.7185322805388	1766927	0.53	2153	None	marine_sample_2	marine	MetaWRAP
marine_sample_2_bin.22	72.18	1.55	Neural Network (Specific Model)	11	0.886	4961	274.45352263594964	3460391	0.63	3733	None	marine_sample_2	marine	MetaWRAP
marine_sample_2_bin.23	70.0	0.15	Neural Network (Specific Model)	11	0.858	4901	239.06362672322376	1570567	0.52	1886	None	marine_sample_2	marine	MetaWRAP
marine_sample_2_bin.24	63.55	7.35	Neural Network (Specific Model)	11	0.832	4614	269.5396113602392	1949951	0.44	2007	None	marine_sample_2	marine	MetaWRAP
marine_sample_2_bin.25	99.99	0.58	Neural Network (Specific Model)	11	0.852	1667156	260.4113785557987	1667156	0.54	1828	None	marine_sample_2	marine	MetaWRAP
marine_sample_2_bin.26	99.94	0.2	Neural Network (Specific Model)	11	0.889	54100	301.8201137384017	3397842	0.63	3341	None	marine_sample_2	marine	MetaWRAP
marine_sample_2_bin.27	99.98	0.62	Neural Network (Specific Model)	11	0.878	4079423	304.6850814663951	4079423	0.52	3928	None	marine_sample_2	marine	MetaWRAP
marine_sample_2_bin.28	100.0	0.0	Neural Network (Specific Model)	11	0.887	408088	326.8866270851004	3907270	0.44	3537	None	marine_sample_2	marine	MetaWRAP
marine_sample_2_bin.29	65.49	1.85	Neural Network (Specific Model)	11	0.873	5459	286.292349726776	2157662	0.45	2196	None	marine_sample_2	marine	MetaWRAP
marine_sample_2_bin.3	100.0	0.31	Neural Network (Specific Model)	11	0.872	28869	277.4836343115124	3376478	0.49	3544	None	marine_sample_2	marine	MetaWRAP
marine_sample_2_bin.30	99.87	0.22	Neural Network (Specific Model)	11	0.915	1859369	285.76192867905576	1859369	0.43	1991	None	marine_sample_2	marine	MetaWRAP
marine_sample_2_bin.31	99.92	1.42	Neural Network (Specific Model)	11	0.888	23054	310.4418762746431	4620436	0.52	4413	None	marine_sample_2	marine	MetaWRAP
marine_sample_2_bin.32	98.7	0.02	Neural Network (Specific Model)	11	0.923	45538	334.43890619591554	3136859	0.31	2889	None	marine_sample_2	marine	MetaWRAP
marine_sample_2_bin.33	99.93	0.85	Neural Network (Specific Model)	11	0.557	1518599	353.77985074626866	1529876	0.35	804	None	marine_sample_2	marine	MetaWRAP
marine_sample_2_bin.34	99.92	0.38	Neural Network (Specific Model)	11	0.843	660910	313.29557327467694	4048666	0.66	3637	None	marine_sample_2	marine	MetaWRAP
marine_sample_2_bin.35	100.0	0.94	Neural Network (Specific Model)	11	0.876	1913338	320.3650465356774	3176192	0.57	2901	None	marine_sample_2	marine	MetaWRAP
marine_sample_2_bin.36	58.06	0.15	Neural Network (Specific Model)	11	0.921	3844	267.6816901408451	1852704	0.45	2130	None	marine_sample_2	marine	MetaWRAP
marine_sample_2_bin.37	86.16	1.57	Neural Network (Specific Model)	11	0.93	10395	298.44806201550387	2478132	0.7	2580	None	marine_sample_2	marine	MetaWRAP
marine_sample_2_bin.38	87.37	0.82	Neural Network (Specific Model)	11	0.886	11094	298.57202408522465	2179580	0.6	2159	None	marine_sample_2	marine	MetaWRAP
marine_sample_2_bin.39	100.0	0.77	Neural Network (Specific Model)	11	0.885	1888880	320.1970034419923	5351926	0.46	4939	None	marine_sample_2	marine	MetaWRAP
marine_sample_2_bin.4	58.93	4.61	Neural Network (Specific Model)	11	0.896	3488	260.4117952714991	3350037	0.6	3849	None	marine_sample_2	marine	MetaWRAP
marine_sample_2_bin.40	62.16	2.54	Neural Network (Specific Model)	11	0.855	3742	255.58069953645176	2123353	0.47	2373	None	marine_sample_2	marine	MetaWRAP
marine_sample_2_bin.41	98.13	0.2	Neural Network (Specific Model)	11	0.924	23862	332.595130748422	4781949	0.67	4436	None	marine_sample_2	marine	MetaWRAP
marine_sample_2_bin.42	85.56	2.29	Neural Network (Specific Model)	11	0.873	10191	301.2731196054254	3354552	0.45	3244	None	marine_sample_2	marine	MetaWRAP
marine_sample_2_bin.43	100.0	0.19	Neural Network (Specific Model)	11	0.913	2562256	306.1057993730407	2562256	0.44	2552	None	marine_sample_2	marine	MetaWRAP
marine_sample_2_bin.44	100.0	0.03	Neural Network (Specific Model)	11	0.852	104628	320.44378109452737	5664640	0.44	5025	None	marine_sample_2	marine	MetaWRAP
marine_sample_2_bin.45	100.0	0.02	Neural Network (Specific Model)	11	0.869	107433	300.29175565997434	2424545	0.33	2341	None	marine_sample_2	marine	MetaWRAP
marine_sample_2_bin.46	99.73	0.06	Neural Network (Specific Model)	11	0.948	1926624	325.77386666666666	1926624	0.64	1875	None	marine_sample_2	marine	MetaWRAP
marine_sample_2_bin.47	74.79	0.15	Neural Network (Specific Model)	11	0.938	5390	238.8135764944276	1499037	0.49	1974	None	marine_sample_2	marine	MetaWRAP
marine_sample_2_bin.48	95.35	0.24	Neural Network (Specific Model)	11	0.829	55356	284.9646344681974	3900090	0.27	3789	None	marine_sample_2	marine	MetaWRAP
marine_sample_2_bin.49	100.0	0.3	Neural Network (Specific Model)	11	0.905	4059837	338.0788095894186	4059837	0.58	3629	None	marine_sample_2	marine	MetaWRAP
marine_sample_2_bin.5	60.13	2.0	Neural Network (Specific Model)	11	0.904	3787	266.21500161655354	2728074	0.62	3093	None	marine_sample_2	marine	MetaWRAP
marine_sample_2_bin.50	95.18	3.07	Neural Network (Specific Model)	11	0.887	15109	311.8095128676471	4580705	0.41	4352	None	marine_sample_2	marine	MetaWRAP
marine_sample_2_bin.51	99.99	0.21	Neural Network (Specific Model)	11	0.916	2613045	319.5012	2613045	0.42	2500	None	marine_sample_2	marine	MetaWRAP
marine_sample_2_bin.52	99.98	0.19	Neural Network (Specific Model)	11	0.87	3481653	309.2574832009774	3481653	0.5	3274	None	marine_sample_2	marine	MetaWRAP
marine_sample_2_bin.53	41.2	0.07	Neural Network (Specific Model)	11	0.918	2965	232.62112932604737	831500	0.57	1098	None	marine_sample_2	marine	MetaWRAP
marine_sample_2_bin.54	99.36	0.05	Neural Network (Specific Model)	11	0.93	31952	300.16552609067577	2254623	0.68	2338	None	marine_sample_2	marine	MetaWRAP
marine_sample_2_bin.55	55.98	0.05	Neural Network (Specific Model)	11	0.874	3720	241.23385195662425	1753084	0.54	2121	None	marine_sample_2	marine	MetaWRAP
marine_sample_2_bin.56	86.93	1.02	Neural Network (Specific Model)	11	0.854	7170	278.2641968631693	3609807	0.62	3698	None	marine_sample_2	marine	MetaWRAP
marine_sample_2_bin.57	70.79	1.92	Neural Network (Specific Model)	11	0.921	5032	247.23207443897095	1463576	0.43	1827	None	marine_sample_2	marine	MetaWRAP
marine_sample_2_bin.58	46.73	5.68	Neural Network (Specific Model)	11	0.903	6240	289.8746286393345	1618504	0.34	1683	None	marine_sample_2	marine	MetaWRAP
marine_sample_2_bin.59	80.16	1.39	Neural Network (Specific Model)	11	0.919	7348	276.84655061250805	2797263	0.65	3102	None	marine_sample_2	marine	MetaWRAP
marine_sample_2_bin.6	75.42	0.7	Neural Network (Specific Model)	11	0.895	4836	267.9169385194479	3571051	0.55	3985	None	marine_sample_2	marine	MetaWRAP
marine_sample_2_bin.60	60.79	0.24	Neural Network (Specific Model)	11	0.872	3805	252.37654320987653	1824814	0.34	2106	None	marine_sample_2	marine	MetaWRAP
marine_sample_2_bin.61	63.66	1.77	Neural Network (Specific Model)	11	0.905	3685	270.30075187969925	3805284	0.68	4256	None	marine_sample_2	marine	MetaWRAP
marine_sample_2_bin.8	98.87	0.95	Neural Network (Specific Model)	11	0.872	40321	324.4484116566028	4241045	0.57	3809	None	marine_sample_2	marine	MetaWRAP
marine_sample_2_bin.9	80.5	2.46	Neural Network (Specific Model)	11	0.904	6977	309.87581699346407	3143373	0.32	3060	None	marine_sample_2	marine	MetaWRAP
marine_sample_3_bin.1	99.61	0.35	Neural Network (Specific Model)	11	0.901	35042	343.4745575221239	4133622	0.32	3616	None	marine_sample_3	marine	MetaWRAP
marine_sample_3_bin.10	85.64	0.73	Neural Network (Specific Model)	11	0.859	10967	272.3410313192028	3001031	0.55	3161	None	marine_sample_3	marine	MetaWRAP
marine_sample_3_bin.11	100.0	0.23	Neural Network (Specific Model)	11	0.875	68660	284.2166915052161	3264637	0.49	3355	None	marine_sample_3	marine	MetaWRAP
marine_sample_3_bin.12	100.0	0.04	Neural Network (Specific Model)	11	0.868	107432	298.8015138772077	2451422	0.33	2378	None	marine_sample_3	marine	MetaWRAP
marine_sample_3_bin.13	88.58	1.99	Neural Network (Specific Model)	11	0.875	9331	298.867600422833	3867796	0.57	3784	None	marine_sample_3	marine	MetaWRAP
marine_sample_3_bin.14	100.0	0.94	Neural Network (Specific Model)	11	0.876	3176249	320.4105480868666	3176249	0.57	2901	None	marine_sample_3	marine	MetaWRAP
marine_sample_3_bin.15	53.59	0.09	Neural Network (Specific Model)	11	0.889	3701	264.2255779269202	2385641	0.63	2682	None	marine_sample_3	marine	MetaWRAP
marine_sample_3_bin.16	91.78	0.08	Neural Network (Specific Model)	11	0.904	10904	296.4906986357999	2376137	0.31	2419	None	marine_sample_3	marine	MetaWRAP
marine_sample_3_bin.17	89.0	1.2	Neural Network (Specific Model)	11	0.888	16146	356.34741094381195	6548838	0.35	5446	None	marine_sample_3	marine	MetaWRAP
marine_sample_3_bin.18	99.92	0.09	Neural Network (Specific Model)	11	0.829	58295	286.17874396135267	3855937	0.27	3726	None	marine_sample_3	marine	MetaWRAP
marine_sample_3_bin.19	63.54	0.47	Neural Network (Specific Model)	11	0.886	9659	297.3585612588985	2684657	0.39	2669	None	marine_sample_3	marine	MetaWRAP
marine_sample_3_bin.2	99.99	0.03	Neural Network (Specific Model)	11	0.833	132903	332.6173691860465	3293214	0.43	2752	None	marine_sample_3	marine	MetaWRAP
marine_sample_3_bin.20	54.9	1.68	Neural Network (Specific Model)	11	0.925	5412	276.6003616636528	990151	0.31	1106	None	marine_sample_3	marine	MetaWRAP
marine_sample_3_bin.21	99.86	0.22	Neural Network (Specific Model)	11	0.915	1859343	285.7749874434957	1859343	0.43	1991	None	marine_sample_3	marine	MetaWRAP
marine_sample_3_bin.22	99.99	0.58	Neural Network (Specific Model)	11	0.852	1667152	260.39934354485774	1667152	0.54	1828	None	marine_sample_3	marine	MetaWRAP
marine_sample_3_bin.23	99.97	0.02	Neural Network (Specific Model)	11	0.919	2510300	338.8762990278244	3298130	0.31	2983	None	marine_sample_3	marine	MetaWRAP
marine_sample_3_bin.24	85.6	1.07	Neural Network (Specific Model)	11	0.919	7386	282.77625257378173	2684443	0.45	2914	None	marine_sample_3	marine	MetaWRAP
marine_sample_3_bin.25	53.47	1.95	Neural Network (Specific Model)	11	0.88	3608	252.76430748391465	2540999	0.6	2953	None	marine_sample_3	marine	MetaWRAP
marine_sample_3_bin.26	90.31	1.59	Neural Network (Specific Model)	11	0.914	7450	289.63885992353147	2728567	0.57	2877	None	marine_sample_3	marine	MetaWRAP
marine_sample_3_bin.27	94.09	2.57	Neural Network (Specific Model)	11	0.761	13507	274.3658720200753	4303135	0.43	3985	None	marine_sample_3	marine	MetaWRAP
marine_sample_3_bin.28	100.0	0.11	Neural Network (Specific Model)	11	0.869	513259	336.8111827207804	6667713	0.73	5741	None	marine_sample_3	marine	MetaWRAP
marine_sample_3_bin.29	54.13	1.15	Neural Network (Specific Model)	11	0.94	3583	234.3833762886598	1154800	0.62	1552	None	marine_sample_3	marine	MetaWRAP
marine_sample_3_bin.3	99.92	0.02	Neural Network (Specific Model)	11	0.558	1518604	353.9599499374217	1518604	0.35	799	None	marine_sample_3	marine	MetaWRAP
marine_sample_3_bin.30	57.02	4.16	Neural Network (Specific Model)	11	0.841	3109	252.27171136653897	2816193	0.38	3132	None	marine_sample_3	marine	MetaWRAP
marine_sample_3_bin.31	99.98	0.19	Neural Network (Specific Model)	11	0.87	3481660	309.39333740831296	3481660	0.5	3272	None	marine_sample_3	marine	MetaWRAP
marine_sample_3_bin.32	99.57	1.3	Neural Network (Specific Model)	11	0.846	109824	309.55316285329747	4070329	0.66	3715	None	marine_sample_3	marine	MetaWRAP
marine_sample_3_bin.33	100.0	2.05	Neural Network (Specific Model)	11	0.845	78500	312.2080515297907	3434748	0.47	3105	None	marine_sample_3	marine	MetaWRAP
marine_sample_3_bin.34	100.0	0.04	Neural Network (Specific Model)	11	0.954	1739450	327.6375442739079	1739450	0.63	1694	None	marine_sample_3	marine	MetaWRAP
marine_sample_3_bin.35	94.33	0.08	Neural Network (Specific Model)	11	0.553	88031	323.91645244215937	1364790	0.34	778	None	marine_sample_3	marine	MetaWRAP
marine_sample_3_bin.36	86.47	4.31	Neural Network (Specific Model)	11	0.882	10291	307.8697825543614	4181518	0.42	4001	None	marine_sample_3	marine	MetaWRAP
marine_sample_3_bin.37	58.05	1.12	Neural Network (Specific Model)	11	0.901	3809	254.5034462091699	2822459	0.61	3337	None	marine_sample_3	marine	MetaWRAP
marine_sample_3_bin.38	100.0	0.25	Neural Network (Specific Model)	11	0.888	205488	322.40190972222223	5009819	0.51	4608	None	marine_sample_3	marine	MetaWRAP
marine_sample_3_bin.39	100.0	0.02	Neural Network (Specific Model)	11	0.853	104612	320.4699203187251	5654778	0.44	5020	None	marine_sample_3	marine	MetaWRAP
marine_sample_3_bin.4	93.0	2.9	Neural Network (Specific Model)	11	0.873	28055	307.5972471573908	3528891	0.39	3342	None	marine_sample_3	marine	MetaWRAP
marine_sample_3_bin.40	74.27	0.18	Neural Network (Specific Model)	11	0.882	4396	268.00730927364094	1989559	0.59	2189	None	marine_sample_3	marine	MetaWRAP
marine_sample_3_bin.41	85.31	2.15	Neural Network (Specific Model)	11	0.899	6910	282.7931649331352	3169935	0.68	3365	None	marine_sample_3	marine	MetaWRAP
marine_sample_3_bin.42	98.26	0.78	Neural Network (Specific Model)	11	0.909	23097	303.2464985994398	3569015	0.62	3570	None	marine_sample_3	marine	MetaWRAP
marine_sample_3_bin.43	74.77	0.04	Neural Network (Specific Model)	11	0.929	4248	230.92359442575685	1543599	0.48	2081	None	marine_sample_3	marine	MetaWRAP
marine_sample_3_bin.44	100.0	0.0	Neural Network (Specific Model)	11	0.886	352933	326.25442788867025	3923602	0.44	3557	None	marine_sample_3	marine	MetaWRAP
marine_sample_3_bin.45	82.9	2.27	Neural Network (Specific Model)	11	0.872	6752	285.9618486352357	3167945	0.45	3224	None	marine_sample_3	marine	MetaWRAP
marine_sample_3_bin.46	99.73	0.06	Neural Network (Specific Model)	11	0.948	1926622	325.60820895522386	1926622	0.64	1876	None	marine_sample_3	marine	MetaWRAP
marine_sample_3_bin.47	95.31	0.27	Neural Network (Specific Model)	11	0.923	20963	269.9549681840431	1783924	0.43	2043	None	marine_sample_3	marine	MetaWRAP
marine_sample_3_bin.48	98.75	1.61	Neural Network (Specific Model)	11	0.891	22006	326.2003249767874	4717578	0.5	4308	None	marine_sample_3	marine	MetaWRAP
marine_sample_3_bin.49	75.72	2.82	Neural Network (Specific Model)	11	0.879	8811	285.69956744003144	2475390	0.65	2543	None	marine_sample_3	marine	MetaWRAP
marine_sample_3_bin.5	81.17	4.33	Neural Network (Specific Model)	11	0.894	6582	300.0364274150027	3722968	0.35	3706	None	marine_sample_3	marine	MetaWRAP
marine_sample_3_bin.50	100.0	1.28	Neural Network (Specific Model)	11	0.884	205146	318.2065831987076	5336693	0.46	4952	None	marine_sample_3	marine	MetaWRAP
marine_sample_3_bin.51	100.0	1.8	Neural Network (Specific Model)	11	0.88	104987	327.9981963927856	5568710	0.41	4990	None	marine_sample_3	marine	MetaWRAP
marine_sample_3_bin.52	68.55	8.25	Neural Network (Specific Model)	11	0.901	3675	261.2756504663721	3537951	0.63	4074	None	marine_sample_3	marine	MetaWRAP
marine_sample_3_bin.53	62.3	0.45	Neural Network (Specific Model)	11	0.886	48280	306.6299680219278	2270387	0.63	2189	None	marine_sample_3	marine	MetaWRAP
marine_sample_3_bin.54	100.0	0.84	Neural Network (Specific Model)	11	0.902	1079196	316.0032278889606	3251171	0.65	3098	None	marine_sample_3	marine	MetaWRAP
marine_sample_3_bin.55	82.79	2.72	Neural Network (Specific Model)	11	0.954	6455	277.9751655629139	1575059	0.46	1812	None	marine_sample_3	marine	MetaWRAP
marine_sample_3_bin.56	61.28	0.05	Neural Network (Specific Model)	11	0.956	4340	231.08388520971303	325596	0.31	453	None	marine_sample_3	marine	MetaWRAP
