BinID	GTDB_taxonomy	fastani_reference	Completeness	Contamination	Group
L5_098_907G1_bin.64	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Ruminococcus_E;s__Ruminococcus_E sp003526955	GCF_023921805.1	89.73	0.9	MetaWRAP
L5_098_907G1_bin.70	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Anaerobutyricum;s__Anaerobutyricum soehngenii	GCF_900209925.1	98.87	1.38	MetaWRAP
L5_098_907G1_bin.74	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Paraprevotella;s__Paraprevotella xylaniphila	GCF_000205165.1	52.1	2.29	MetaWRAP
L5_098_907G1_bin.7	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Clostridium_A;s__Clostridium_A leptum	GCA_000154345.1	99.53	0.08	MetaWRAP
L5_098_907G1_bin.8	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Eisenbergiella;s__Eisenbergiella sp900066775	GCA_003481005.1	99.7	2.52	MetaWRAP
L5_101_000M1_bin.13	d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__Eggerthellaceae;g__Eggerthella;s__Eggerthella lenta	GCF_000024265.1	89.94	2.43	MetaWRAP
L5_101_000M1_bin.14	d__Bacteria;p__Bacillota;c__Bacilli;o__RF39;f__UBA660;g__CAG-417;s__CAG-417 sp000432835	GCA_000432835.1	82.95	2.12	MetaWRAP
L5_101_000M1_bin.20	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Peptostreptococcales;f__Anaerovoracaceae;g__Fimisoma;s__Fimisoma sp900545135	GCA_900545135.1	57.83	0.79	MetaWRAP
L5_101_000M1_bin.21	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__CAG-103;s__CAG-103 sp900317855	GCA_900317855.1	84.07	5.37	MetaWRAP
L5_101_000M1_bin.22	d__Bacteria;p__Bacillota;c__Bacilli;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Longicatena;s__Longicatena caecimuris	GCF_004341945.1	99.69	0.62	MetaWRAP
L5_101_000M1_bin.23	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Peptostreptococcales;f__Anaerovoracaceae;g__Lentihominibacter;s__	N/A	77.33	0.75	MetaWRAP
L5_101_000M1_bin.26	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides eggerthii	GCA_025146565.1	77.94	1.49	MetaWRAP
L5_101_000M1_bin.29	d__Bacteria;p__Cyanobacteriota;c__Vampirovibrionia;o__Gastranaerophilales;f__Gastranaerophilaceae;g__Limenecus;s__Limenecus avicola	GCA_000980375.1	89.9	3.52	MetaWRAP
L5_101_000M1_bin.33	d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__Eggerthellaceae;g__Adlercreutzia;s__Adlercreutzia hattorii	GCF_011405655.1	99.76	0.53	MetaWRAP
L5_101_000M1_bin.37	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Clostridium_Q;s__Clostridium_Q symbiosum	GCF_000466485.1	86.87	2.82	MetaWRAP
L5_101_000M1_bin.3	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Peptostreptococcales;f__Anaerovoracaceae;g__Lentihominibacter;s__	N/A	89.96	0.08	MetaWRAP
L5_101_000M1_bin.40	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Faecousia;s__Faecousia sp000435995	GCA_900545515.1	99.77	0.14	MetaWRAP
L5_101_000M1_bin.43	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__CAG-317;s__CAG-317 sp000433535	GCA_000433535.1	65.61	0.05	MetaWRAP
L5_101_000M1_bin.45	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia_A;s__Blautia_A caecimuris	GCF_024622975.1	86.11	2.66	MetaWRAP
L5_101_000M1_bin.46	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Frisingicoccus;s__	N/A	69.76	2.3	MetaWRAP
L5_101_000M1_bin.4	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Faecalimonas;s__	N/A	92.12	0.01	MetaWRAP
L5_101_000M1_bin.50	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes senegalensis	GCA_025145645.1	83.02	1.52	MetaWRAP
L5_101_000M1_bin.52	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Lachnospira;s__Lachnospira eligens_A	GCF_009680455.1	99.99	0.61	MetaWRAP
L5_101_000M1_bin.53	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__CAG-194;s__CAG-194 sp000432915	GCA_000432915.1	87.56	0.32	MetaWRAP
L5_101_000M1_bin.54	d__Bacteria;p__Bacillota_A;c__Clostridia;o__TANB77;f__CAG-508;g__CAG-273;s__CAG-273 sp000438355	GCA_000438355.1	100	0.53	MetaWRAP
L5_101_000M1_bin.55	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Anaerotignaceae;g__Anaerotignum;s__Anaerotignum lactatifermentans	GCF_900142265.1	95.64	0.02	MetaWRAP
L5_101_000M1_bin.57	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Eubacterium_R;s__	N/A	97.38	0.32	MetaWRAP
L5_101_000M1_bin.58	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__CAG-115;s__CAG-115 sp003531585	GCA_003531585.1	97.39	0.73	MetaWRAP
L5_101_000M1_bin.5	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Faecousia;s__Faecousia sp003525905	GCA_003525905.1	99.57	0.07	MetaWRAP
L5_101_000M1_bin.60	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae_A;g__Parasutterella;s__	N/A	82.22	2.97	MetaWRAP
L5_101_000M1_bin.62	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Roseburia;s__Roseburia inulinivorans	GCF_000174195.1	67.72	0.27	MetaWRAP
L5_101_000M1_bin.63	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__UBA9414;s__UBA9414 sp018365895	GCA_018365895.1	70	0.04	MetaWRAP
L5_101_000M1_bin.67	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Evtepia;s__Evtepia gabavorous	GCF_003425665.1	94.55	0.14	MetaWRAP
L5_101_000M1_bin.68	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Dorea_A;s__Dorea_A longicatena_B	GCF_024168045.1	67.75	3.33	MetaWRAP
L5_101_000M1_bin.6	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Hominisplanchenecus;s__Hominisplanchenecus faecis	GCF_020687205.1	87.71	0	MetaWRAP
L5_101_000M1_bin.71	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia_A;s__Blautia_A obeum	GCA_025147765.1	53.48	1.94	MetaWRAP
L5_101_000M1_bin.78	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Faecalimonas;s__Faecalimonas umbilicata	GCF_004346095.1	89.41	0.01	MetaWRAP
L5_101_000M1_bin.7	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Lactococcus;s__Lactococcus lactis	GCF_900099625.1	75.11	1.52	MetaWRAP
L5_101_000M1_bin.80	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Anaerotignaceae;g__Metalachnospira;s__Metalachnospira sp900546215	GCA_900546215.1	51.69	1.46	MetaWRAP
L5_101_000M1_bin.83	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Eubacterium_I;s__Eubacterium_I ramulus	GCF_000469345.1	95.02	0.13	MetaWRAP
L5_101_000M1_bin.8	d__Bacteria;p__Bacillota;c__Bacilli;o__Erysipelotrichales;f__Coprobacillaceae;g__Thomasclavelia;s__Thomasclavelia sp000508865	GCA_000508865.1	93.5	1.31	MetaWRAP
L5_101_000M1_bin.9	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Clostridium_AP;s__Clostridium_AP scindens	GCF_004295125.1	93.13	1.38	MetaWRAP
L5_102_000M1_bin.16	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__ER4;s__ER4 sp003522105	GCA_003522105.1	96.06	0.02	MetaWRAP
L5_102_000M1_bin.19	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Christensenellales;f__CAG-138;g__PeH17;s__PeH17 sp000435055	GCA_000435055.1	95.86	1.28	MetaWRAP
L5_102_000M1_bin.23	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Phocaeicola;s__Phocaeicola vulgatus	GCF_000012825.1	99.87	0.96	MetaWRAP
L5_102_000M1_bin.37	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Christensenellales;f__CAG-74;g__Ventricola;s__Ventricola sp900548125	GCA_900548125.1	90.21	0.2	MetaWRAP
L5_102_000M1_bin.43	d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__Eggerthellaceae;g__Anaerotardibacter;s__Anaerotardibacter sp000434775	GCA_000434775.1	90.53	0.13	MetaWRAP
L5_102_000M1_bin.45	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__F23-B02;s__F23-B02 sp001916715	GCA_001916715.1	93.92	0.03	MetaWRAP
L5_102_000M1_bin.47	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia_A;s__Blautia_A sp000436615	GCF_003461245.1	60.75	2.33	MetaWRAP
L5_102_000M1_bin.50	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__UMGS1601;s__	N/A	92.58	1.37	MetaWRAP
L5_102_000M1_bin.53	d__Bacteria;p__Bacillota;c__Bacilli;o__RF39;f__UBA660;g__Onthocola_B;s__Onthocola_B sp000437355	GCA_000437355.1	93.05	1.88	MetaWRAP
L5_102_000M1_bin.54	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Christensenellales;f__CAG-138;g__Aphodomorpha;s__Aphodomorpha intestinavium	GCA_900550525.1	90.48	1.37	MetaWRAP
L5_102_000M1_bin.59	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Christensenellales;f__CAG-917;g__CAG-349;s__CAG-349 sp003539515	GCA_022009995.1	98.25	0.03	MetaWRAP
L5_102_000M1_bin.66	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__CAG-272;g__CAKTAA01;s__CAKTAA01 sp019415985	GCA_019415985.1	81.06	0.68	MetaWRAP
L5_102_000M1_bin.72	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Fimivicinus;s__Fimivicinus sp900544375	GCA_900544375.1	96.78	0.8	MetaWRAP
L5_102_000M1_bin.78	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia_A;s__Blautia_A sp900120195	GCF_900120195.1	82.62	5.97	MetaWRAP
L5_102_000M1_bin.80	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Ruminococcus_D;s__Ruminococcus_D bicirculans	GCF_000723465.1	99.99	2.94	MetaWRAP
L5_102_000M1_bin.82	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Eubacterium_G;s__Eubacterium_G ventriosum	GCA_025150745.1	83.05	4.15	MetaWRAP
L5_102_000M1_bin.86	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Mediterraneibacter;s__Mediterraneibacter faecis	GCA_001312505.1	75.25	5.08	MetaWRAP
L5_121_000M1_bin.15	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Faecalimonas;s__Faecalimonas phoceensis	GCF_900104635.1	88.42	0.83	MetaWRAP
L5_121_000M1_bin.29	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Tissierellales;f__Peptoniphilaceae;g__Fenollaria;s__Fenollaria massiliensis	GCF_000312505.2	69.37	2.88	MetaWRAP
L5_121_000M1_bin.38	d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__Collinsella sp900545445	GCA_900545445.1	97.68	0.39	MetaWRAP
L5_121_000M1_bin.3	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia;s__Blautia stercoris	GCA_003481745.1	99.91	2.67	MetaWRAP
L5_121_000M1_bin.44	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Butyricicoccaceae;g__Agathobaculum;s__Agathobaculum sp003481705	GCF_003481705.1	82.46	0.24	MetaWRAP
L5_121_000M1_bin.45	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Acutalibacter;s__Acutalibacter timonensis	GCF_900048895.1	100	1.7	MetaWRAP
L5_121_000M1_bin.46	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes putredinis	GCF_000154465.1	99.95	0.17	MetaWRAP
L5_121_000M1_bin.47	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Lawsonibacter;s__Lawsonibacter sp900066825	GCA_003573975.1	89.3	0.34	MetaWRAP
L5_121_000M1_bin.4	d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__Eggerthellaceae;g__Anaerotardibacter;s__Anaerotardibacter sp900556585	GCA_900556585.1	100	0.06	MetaWRAP
L5_121_000M1_bin.55	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__CAG-274;g__CAG-274;s__CAG-274 sp900545305	GCA_900545305.1	98	1.6	MetaWRAP
L5_121_000M1_bin.57	d__Bacteria;p__Bacillota_C;c__Negativicutes;o__Veillonellales;f__Dialisteraceae;g__Dialister;s__Dialister hominis	GCF_007164725.1	98.88	2.49	MetaWRAP
L5_144_000M1_bin.11	d__Bacteria;p__Bacillota_A;c__Clostridia;o__UBA1381;f__UMGS1253;g__Aphodoplasma;s__	N/A	95.61	1.74	MetaWRAP
L5_144_000M1_bin.15	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Ruminococcus_C;s__Ruminococcus_C callidus	GCF_000468015.1	93.24	1.71	MetaWRAP
L5_144_000M1_bin.19	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Lachnospira;s__Lachnospira sp900316325	GCF_014287955.1	98.27	1.08	MetaWRAP
L5_144_000M1_bin.21	d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__Eggerthellaceae;g__Anaerotardibacter;s__Anaerotardibacter sp000436075	GCA_000436075.1	96.84	0.96	MetaWRAP
L5_144_000M1_bin.31	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae_A;g__Sutterella;s__Sutterella wadsworthensis_A	GCF_000297775.1	97.52	0.28	MetaWRAP
L5_144_000M1_bin.39	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Lachnospira;s__Lachnospira rogosae	GCA_900112995.1	99.95	0.07	MetaWRAP
L5_144_000M1_bin.44	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella sp003447235	GCA_003447235.1	99.27	0.14	MetaWRAP
L5_144_000M1_bin.47	d__Bacteria;p__Bacillota_A;c__Clostridia;o__TANB77;f__CAG-508;g__CAG-269;s__CAG-269 sp900551615	GCA_900551615.1	94.43	2.28	MetaWRAP
L5_144_000M1_bin.64	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Butyribacter;s__Butyribacter sp000436755	GCA_000436755.1	88.99	1.85	MetaWRAP
L5_144_000M1_bin.7	d__Bacteria;p__Bacillota_C;c__Negativicutes;o__Selenomonadales;f__Selenomonadaceae;g__Mitsuokella;s__Mitsuokella jalaludinii	GCF_000702905.1	92.56	0.11	MetaWRAP
L5_144_1092G1_bin.10	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Dorea;s__Dorea formicigenerans	GCA_025150245.1	90.58	8.17	MetaWRAP
L5_144_1092G1_bin.20	d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__Eggerthellaceae;g__Anaerotardibacter;s__Anaerotardibacter sp000435675	GCA_000435675.1	94.46	0	MetaWRAP
L5_144_1092G1_bin.24	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__UBA3402;s__UBA3402 sp003478355	GCA_003478355.1	57.87	0.59	MetaWRAP
L5_144_1092G1_bin.34	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Faecalibacterium;s__Faecalibacterium prausnitzii_I	GCF_003287495.1	81.89	3.81	MetaWRAP
L5_144_1092G1_bin.42	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Coprococcus;s__Coprococcus eutactus	GCA_025149915.1	100	0.9	MetaWRAP
L5_144_1092G1_bin.4	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Christensenellales;f__QAND01;g__UMGS1975;s__UMGS1975 sp900546685	GCA_900546685.1	84.23	0.92	MetaWRAP
L5_144_915G1_bin.31	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Sarcina;s__Sarcina ventriculi	GCF_900456775.1	97.39	2	MetaWRAP
L5_144_915G1_bin.47	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Roseburia;s__Roseburia hominis	GCF_000225345.1	87.7	1.57	MetaWRAP
L5_144_915G1_bin.52	d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__Atopobiaceae;g__Parolsenella;s__Parolsenella sp900552935	GCA_900552935.1	99.83	1.05	MetaWRAP
L5_144_915G1_bin.5	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__CAG-170;s__CAG-170 sp000432135	GCA_000432135.1	97.42	0.2	MetaWRAP
L5_144_915G1_bin.65	d__Bacteria;p__Bacillota_A;c__Clostridia;o__UBA1381;f__UBA1381;g__CAG-41;s__CAG-41 sp900066215	GCA_003460745.1	99.91	0.03	MetaWRAP
L5_144_915G1_bin.71	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae_A;g__Sutterella;s__Sutterella wadsworthensis_A	GCF_000297775.1	74.07	1.31	MetaWRAP
L5_144_915G1_bin.7	d__Bacteria;p__Bacillota_C;c__Negativicutes;o__Veillonellales;f__Megasphaeraceae;g__Megasphaera;s__Megasphaera elsdenii	GCF_003010495.1	99.93	0.01	MetaWRAP
L5_144_915G1_bin.9	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Eubacterium_R;s__Eubacterium_R sp000436835	GCA_000436835.1	97.17	0.06	MetaWRAP
L5_145_912G1_bin.11	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__COE1;s__COE1 sp001916965	GCA_001916965.1	93.23	1.14	MetaWRAP
L5_145_912G1_bin.13	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes finegoldii	GCF_000265365.1	99.77	0.37	MetaWRAP
L5_145_912G1_bin.15	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Butyribacter;s__Butyribacter hominis	GCF_014384965.1	99.87	0.99	MetaWRAP
L5_145_912G1_bin.20	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Clostridium_AP;s__Clostridium_AP sp000509125	GCF_019597925.1	92.57	1.66	MetaWRAP
L5_145_912G1_bin.21	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Eubacterium_F;s__Eubacterium_F sp003491505	GCF_003477605.1	99.98	0.02	MetaWRAP
L5_145_912G1_bin.25	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Christensenellales;f__UMGS416;g__Parachristensenella;s__Parachristensenella sp900542005	GCA_900542005.1	88.99	2.69	MetaWRAP
L5_145_912G1_bin.26	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Eisenbergiella;s__Eisenbergiella porci	GCF_009696275.1	98.23	9.29	MetaWRAP
L5_145_912G1_bin.28	d__Bacteria;p__Bacillota_A;c__Clostridia;o__TANB77;f__CAG-508;g__CAG-269;s__CAG-269 sp003525075	GCA_003525075.1	98.45	0.35	MetaWRAP
L5_145_912G1_bin.29	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__JAHZIE01;s__	N/A	72.61	0.67	MetaWRAP
L5_145_912G1_bin.36	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella buccae	GCF_000184945.1	99.89	0.1	MetaWRAP
L5_145_912G1_bin.37	d__Bacteria;p__Bacillota_C;c__Negativicutes;o__Veillonellales;f__Veillonellaceae;g__Veillonella_A;s__Veillonella_A sp000431435	GCF_023051165.1	98.81	0.14	MetaWRAP
L5_145_912G1_bin.47	d__Bacteria;p__Bacillota;c__Bacilli;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Clostridium_AQ;s__Clostridium_AQ innocuum	GCF_012317185.1	99.55	1.88	MetaWRAP
L5_145_912G1_bin.49	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Eubacterium_G;s__Eubacterium_G sp000435815	GCF_003460505.1	96.96	0.06	MetaWRAP
L5_145_912G1_bin.4	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia;s__Blautia sp900541955	GCF_013304445.1	99.95	0.03	MetaWRAP
L5_145_912G1_bin.51	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Ruminococcus_B;s__Ruminococcus_B gnavus	GCF_008121495.1	92.71	0.62	MetaWRAP
L5_145_912G1_bin.5	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Peptostreptococcales;f__Peptostreptococcaceae;g__Intestinibacter;s__Intestinibacter bartlettii	GCA_025148965.1	99.46	0.72	MetaWRAP
L5_162_1090G1_bin.13	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Evtepia;s__Evtepia gabavorous	GCF_003425665.1	54.22	1.82	MetaWRAP
L5_162_1090G1_bin.19	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Oliverpabstia;s__Oliverpabstia intestinalis	GCF_009696065.1	88.63	0.05	MetaWRAP
L5_162_1090G1_bin.1	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Peptostreptococcales;f__Peptostreptococcaceae;g__Terrisporobacter;s__Terrisporobacter sp900557165	GCA_900557165.1	89.85	1.43	MetaWRAP
L5_162_1090G1_bin.21	d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__	N/A	99.99	0.84	MetaWRAP
L5_162_1090G1_bin.30	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Acetatifactor;s__Acetatifactor intestinalis	GCF_009695995.1	97.63	0.12	MetaWRAP
L5_162_1090G1_bin.36	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__UBA1417;s__UBA1417 sp900549945	GCA_900549945.1	93.73	0.47	MetaWRAP
L5_162_1090G1_bin.43	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Vescimonas;s__Vescimonas sp000435975	GCA_000435975.1	78.17	2.26	MetaWRAP
L5_162_1090G1_bin.47	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Fusicatenibacter;s__Fusicatenibacter saccharivorans	GCF_015557635.1	99.27	0	MetaWRAP
L5_162_1090G1_bin.56	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Agathobacter;s__Agathobacter rectalis	GCA_000020605.1	91.67	2.16	MetaWRAP
L5_162_1090G1_bin.5	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Gemmiger;s__Gemmiger sp900539695	GCA_900539695.1	77	2.55	MetaWRAP
L5_169_000M1_bin.12	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Faecalibacterium;s__Faecalibacterium duncaniae	GCF_010509575.1	83.09	3.45	MetaWRAP
L5_169_000M1_bin.14	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Butyribacter;s__Butyribacter sp003529475	GCF_003478335.1	99.98	0.11	MetaWRAP
L5_169_000M1_bin.15	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Gemmiger;s__Gemmiger sp900540775	GCF_018784445.1	86.26	0.13	MetaWRAP
L5_169_000M1_bin.17	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia_A;s__Blautia_A sp000285855	GCA_000285855.2	71.15	0.51	MetaWRAP
L5_169_000M1_bin.25	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Ruminiclostridium_E;s__Ruminiclostridium_E siraeum	GCA_025150425.1	99.99	0.19	MetaWRAP
L5_169_000M1_bin.2	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Eubacterium_R;s__Eubacterium_R sp000434995	GCA_000434995.1	98.86	0.06	MetaWRAP
